Name	Set	ImageFile	type	Rarity	Color	Cost	Inkwell	Classifications	Strength	Willpower	Lore	Text
Maleficent - Monstrous Dragon	TFC	set1/cards/367x512/113_2ad1c6ad2f230abf835a4b67753d862387dbb21e	Dragon	Le	Ruby	9	True	Storyborn, Villain, Dragon	7	5	2	DRAGON FIRE When you play this character,you may banish chosen character.
Maui - Hero to All	TFC	set1/cards/367x512/114_d4541b1ef8001032564977606bf9575d3cbab7fc	Deity	Ra	Ruby	5	True	Storyborn, Hero, Deity	6	5	0	Rush (This character can challenge the turn they'replayed.)Reckless (This character can't quest and mustchallenge each turn if able.)
Mickey Mouse - Brave Little Tailor	TFC	set1/cards/367x512/115_d266cecded09e0ed4969e3aa580ab2d4dbdea9af	Hero	Le	Ruby	8	True	Dreamborn, Hero	5	5	4	Evasive (Only characters with Evasive canchallenge this character.)
Minnie Mouse - Always Classy	TFC	set1/cards/367x512/116_6750490b8374c83473c86d9866dbbf396313c1e4	Hero	Co	Ruby	1	True	Storyborn, Hero	1	3	1	
Moana - Chosen by the Ocean	TFC	set1/cards/367x512/117_e4962865146df756fdb884dc708f6a3d5b214d46	Princess	Un	Ruby	5	True	Storyborn, Hero, Princess	2	6	2	THIS IS NOT WHO YOU ARE When you playthis character, you may banish chosen characternamed Te Kā.
Mulan - Imperial Soldier	TFC	set1/cards/367x512/118_be97231eb950278e770249e66db2776580822f25	Princess	Su	Ruby	5	True	Storyborn, Hero, Princess	4	5	1	LEAD BY EXAMPLE During your turn, wheneverthis character banishes another character in achallenge, your other characters get +1 ◊ thisturn.
Peter Pan - Fearless Fighter	TFC	set1/cards/367x512/119_5f6858f9cff17bef5459d5d6a6fc65373dee04e3	Hero	Co	Ruby	3	False	Storyborn, Hero	3	2	1	Rush (This character can challenge the turnthey're played.)
Pongo - Ol' Rascal	TFC	set1/cards/367x512/120_d6ac71e9ef8d8286e2ccb65757e447bd8d33e4aa	Hero	Co	Ruby	4	True	Storyborn, Hero	2	3	2	Evasive (Only characters with Evasive canchallenge this character.)
Rapunzel - Letting Down Her Hair	TFC	set1/cards/367x512/121_dc85f9ce589bc6bac73f83d1e1ba9aa6d7ed93f4	Princess	Un	Ruby	6	False	Dreamborn, Hero, Princess	5	4	2	TANGLE When you play this character, eachopponent loses 1 lore.
Scar - Fiery Usurper	TFC	set1/cards/367x512/122_08a0851bdd4b60d260803c4cc4bae5c96d2be1fd	Villain	Co	Ruby	4	True	Dreamborn, Villain	5	3	1	
Scar - Shameless Firebrand	TFC	set1/cards/367x512/123_56594d9ca127e1275483a28410879d5855347883	King	Ra	Ruby	8	False	Floodborn, Villain, King	6	6	1	Shift 6 (You may pay 6 ⬡ to play this on top of one of yourcharacters named Scar.)ROUSING SPEECH When you play this character, readyyour characters with cost 3 or less. They can't quest for therest of this turn.
Sergeant Tibbs - Courageous Cat	TFC	set1/cards/367x512/124_3989000df1f11c8b2f5e10f28c530954483a7cde	Ally	Co	Ruby	1	True	Storyborn, Ally	2	2	1	
Stitch - Abomination	TFC	set1/cards/367x512/125_cd6696683f2fc64fee5d45411cd9a4d2d2a66eae	Alien	Ra	Ruby	6	True	Storyborn, Hero, Alien	4	6	3	
Te Kā - The Burning One	TFC	set1/cards/367x512/126_1908a75d49d5d6c9b8d5e6142ec32b04bcb4b57a	Deity	Su	Ruby	6	False	Storyborn, Villain, Deity	8	6	0	Reckless (This character can't quest and mustchallenge each turn if able.)
Tigger - Wonderful Thing	TFC	set1/cards/367x512/127_3b448a9b4276852a409ed81abb60e437a3e6cc64	Tigger	Un	Ruby	6	True	Storyborn, Tigger	4	4	2	Evasive (Only characters with Evasive can challengethis character.)
Be Prepared	TFC	set1/cards/367x512/128_08a02ec35e352e06c44996accf7889231c0a3629	Song	Ra	Ruby	7	False	Song				(A character with cost 7 or more can ⟳ to sing thissong for free.)Banish all characters.
Cut to the Chase	TFC	set1/cards/367x512/129_6d1030e8f5c5ca503c1a22801c5a66220f5895fe	Action	Un	Ruby	2	True					Chosen character gains Rush this turn. (They canchallenge the turn they're played.)
Dragon Fire	TFC	set1/cards/367x512/130_29c1aaf6a82c24c1bf8571affe7f3cf9cb7ffb66	Action	Un	Ruby	5	False					Banish chosen character.
Fan the Flames	TFC	set1/cards/367x512/131_a29b722f1c0ab2b863648fddb3577146023c658c	Action	Un	Ruby	1	True					Ready chosen character. They can't quest for the restof this turn.
He's Got a Sword!	TFC	set1/cards/367x512/132_49b5dd9d32af9a74567411cd4629733ce29aaf11	Action	Co	Ruby	1	True					Chosen character gets +2 ¤ this turn.
Tangle	TFC	set1/cards/367x512/133_3ec3c10d9bc831b5d3e7455cd6205f7a9bd42453	Action	Co	Ruby	2	True					Each opponent loses 1 lore.
Poisoned Apple	TFC	set1/cards/367x512/134_54a1ae3d5c251bbc710c148c431bb57f5335cafe	Item	Ra	Ruby	3	False					TAKE A BITE... 1 ⬡, Banish this item — Exert chosencharacter. If a Princess character is chosen, banish herinstead.
Shield of Virtue	TFC	set1/cards/367x512/135_70b17ecd1733a15361b0ff4245e18ae757a8127d	Item	Un	Ruby	1	True					FIREPROOF ⟳, 3 ⬡ — Ready chosen character. Theycan't quest for the rest of this turn.
Sword of Truth	TFC	set1/cards/367x512/136_bf83c51b555bfbed00fb94c787d22814054546e0	Item	Ra	Ruby	4	False					FINAL ENCHANTMENT Banish this item — Banishchosen Villain character.
Ariel - Whoseit Collector	TFC	set1/cards/367x512/137_8c40603549137f3b95c8b97edcd1d184ea61c20f	Princess	Ra	Sapphire	4	False	Storyborn, Hero, Princess	3	3	1	LOOK AT THIS STUFF Whenever you play anitem, you may ready this character.
Aurora - Briar Rose	TFC	set1/cards/367x512/138_81eef78682f86cd3ad4d1eca1cd6f211b432f5f2	Princess	Co	Sapphire	4	True	Storyborn, Hero, Princess	2	5	1	DISARMING BEAUTY When you play thischaracter, chosen character gets -2 ¤ this turn.
Aurora - Dreaming Guardian	TFC	set1/cards/367x512/139_eaac123d988258cb3280730fcad7be1490ba73c5	Princess	Su	Sapphire	5	True	Floodborn, Hero, Princess	3	5	2	Shift 3 (You may pay 3 ⬡ to play this on top of one ofyour characters named Aurora.)PROTECTIVE EMBRACE Your other charactersgain Ward. (Opponents can't choose them except tochallenge.)
Aurora - Regal Princess	TFC	set1/cards/367x512/140_ba51b54fcb9940e737c8aa67bd9ba100bf1761e0	Princess	Un	Sapphire	2	True	Storyborn, Hero, Princess	2	2	2	
Belle - Inventive Engineer	TFC	set1/cards/367x512/141_01f907eb0b4905c47e9d6a4dd796c9241c4e2bba	Inventor	Un	Sapphire	3	True	Dreamborn, Hero, Princess, Inventor	2	3	2	TINKER Whenever this character quests, youpay 1 ⬡ less for the next item you play this turn.
Belle - Strange but Special	TFC	set1/cards/367x512/142_ae61fcf1cea596e2102d69e0b0f71099a32d6238	Princess	Le	Sapphire	4	True	Storyborn, Hero, Princess	2	4	1	READ A BOOK During your turn, you may put an additionalcard from your hand into your inkwell facedown.MY FAVORITE PART! While you have 10 or more cards inyour inkwell, this character gets +4 ◊.
Chief Tui - Respected Leader	TFC	set1/cards/367x512/143_d3ca06b5d0b81f0e82fd2e9e6cdc8dce7a721fc8	King	Un	Sapphire	7	True	Storyborn, Mentor, King	3	6	3	Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.)
Donald Duck - Strutting His Stuff	TFC	set1/cards/367x512/144_e2ce6c61134fad17763cbe7f3569819d83c195d6	Inventor	Co	Sapphire	5	True	Dreamborn, Hero, Inventor	4	3	2	Ward (Opponents can't choose this characterexcept to challenge.)
Flounder - Voice of Reason	TFC	set1/cards/367x512/145_ddb7562dfb3e18bf27238b753cdf9e6829b63732	Ally	Co	Sapphire	1	True	Storyborn, Ally	2	2	1	
Gramma Tala - Storyteller	TFC	set1/cards/367x512/146_1e25beb9b211839465d0c8ccdb888d825f7f583c	Mentor	Un	Sapphire	2	True	Storyborn, Mentor	1	1	1	I WILL BE WITH YOU When this character isbanished, you may put this card into your inkwellfacedown and exerted.
Hades - Infernal Schemer	TFC	set1/cards/367x512/147_8690e6dcf8c67fe12b22fac5f6a55cf345041dc2	Deity	Le	Sapphire	7	False	Dreamborn, Villain, Deity	3	6	2	IS THERE A DOWNSIDE TO THIS? When youplay this character, you may put chosen opposingcharacter into their player's inkwell facedown.
Jasmine - Disguised	TFC	set1/cards/367x512/148_e5e553e03c9d054966e55869578b9b768173d6dc	Princess	Co	Sapphire	3	True	Storyborn, Princess	3	3	2	
Jasmine - Queen of Agrabah	TFC	set1/cards/367x512/149_d4355ef1f16d789f075d107d814a48dfa18cd9ba	Queen	Ra	Sapphire	5	True	Floodborn, Hero, Princess, Queen	2	5	2	Shift 3 (You may pay 3 ⬡ to play this on top ofone of your characters named Jasmine.)CARETAKER When you play this character andwhenever she quests, you may remove up to 2damage from each of your characters.
Maleficent - Sinister Visitor	TFC	set1/cards/367x512/150_57e674c94a4a1ee8fd10d40f2d5c22b50b229ab6	Sorcerer	Co	Sapphire	4	True	Storyborn, Villain, Sorcerer	3	4	2	
Maleficent - Uninvited	TFC	set1/cards/367x512/151_fd1d26dd960b6bab449acaccaf1023a6c8ef9440	Sorcerer	Ra	Sapphire	5	True	Dreamborn, Villain, Sorcerer	3	6	3	
Maurice - World-Famous Inventor	TFC	set1/cards/367x512/152_cd2442f7860924207227ba42c6d06caf4c9b957b	Inventor	Ra	Sapphire	6	True	Dreamborn, Mentor, Inventor	2	7	2	GIVE IT A TRY Whenever this character quests,you pay 2 ⬡ less for the next item you play this turn.IT WORKS! Whenever you play an item, you maydraw a card.
Merlin - Self-Appointed Mentor	TFC	set1/cards/367x512/153_cf6bca93664ed8882582ac524c707a0890223b60	Sorcerer	Co	Sapphire	4	True	Dreamborn, Mentor, Sorcerer	3	4	1	Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.)
Mickey Mouse - Detective	TFC	set1/cards/367x512/154_4e7e4ed3fa6af9c07ee73b643099664a1f77cb04	Detective	Co	Sapphire	3	False	Dreamborn, Hero, Detective	1	3	1	GET A CLUE When you play this character,you may put the top card of your deck into yourinkwell facedown and exerted.
Mufasa - King of the Pride Lands	TFC	set1/cards/367x512/155_0e60dd956518580e73185a81d75a1ec5c579b83a	King	Co	Sapphire	6	True	Storyborn, Mentor, King	4	6	3	
Philoctetes - Trainer of Heroes	TFC	set1/cards/367x512/156_1c221603e265c78facacd69e0dfc03b3bc039393	Mentor	Co	Sapphire	2	True	Storyborn, Mentor	3	1	1	Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.)
Robin Hood - Unrivaled Archer	TFC	set1/cards/367x512/157_bab22ce7c111c40664d2b66f7d6098c822adc168	Hero	Su	Sapphire	6	True	Storyborn, Hero	4	4	2	FEED THE POOR When you play this character, if anopponent has more cards in their hand than you, draw a card.GOOD SHOT During your turn, this character gains Evasive.(They can challenge characters with Evasive.)
Scar - Mastermind	TFC	set1/cards/367x512/158_0cf4d7da6a6c39021dac81679a8948ff8eaef2b5	Villain	Ra	Sapphire	6	True	Storyborn, Villain	5	4	2	INSIDIOUS PLOT When you play this character,chosen opposing character gets -5 ¤ this turn.
Tamatoa - So Shiny!	TFC	set1/cards/367x512/159_98b6b24a16e9a078b777215a484b8c8f0e60f928	Villain	Su	Sapphire	8	True	Storyborn, Villain	5	8	1	WHAT HAVE WE HERE? When you play this characterand whenever he quests, you may return an item cardfrom your discard to your hand.GLAM This character gets +1 ◊ for each item you havein play.
Triton - The Sea King	TFC	set1/cards/367x512/160_572f430f2e6f2eeed73f67493d0541ea4efc34f1	King	Un	Sapphire	7	True	Storyborn, King	5	9	2	
Develop Your Brain	TFC	set1/cards/367x512/161_b885eef71d1e28b359f5884cd666cdfe0a1c23e1	Action	Co	Sapphire	1	True					Look at the top 2 cards of your deck. Put one into yourhand and the other on the bottom of the deck.
If It's Not Baroque	TFC	set1/cards/367x512/162_4059c1758ffb620e5194be8204047b6faad97226	Action	Ra	Sapphire	3	False					Return an item card from your discard to your hand.
Let It Go	TFC	set1/cards/367x512/163_2c0a62c3baf7231dfed0eec8b97d364eb3d4a983	Song	Ra	Sapphire	5	True	Song				(A character with cost 5 or more can ⟳ to sing this song for free.)Put chosen character into their player's inkwell facedown andexerted.
One Jump Ahead	TFC	set1/cards/367x512/164_b31526868f0062c2afb7691f4907d1dfa2fcf34a	Song	Un	Sapphire	2	False	Song				(A character with cost 2 or more can ⟳ to sing this song for free.)Put the top card of your deck into your inkwell facedown andexerted.
Work Together	TFC	set1/cards/367x512/165_b7380a31442ae7c2ef25434322b166c408a98d07	Action	Co	Sapphire	1	True					Chosen character gains Support this turn. (Wheneverthey quest, you may add their ¤ to another chosencharacter's ¤ this turn.)
Coconut Basket	TFC	set1/cards/367x512/166_ea4be7331ac13e3868ad10e9cdb4210e94940b6c	Item	Un	Sapphire	2	True					CONSIDER THE COCONUT Whenever you play a character,you may remove up to 2 damage from chosen character.
Eye of the Fates	TFC	set1/cards/367x512/167_1a8189e9e4d8d2397290528d0fd61e922153d472	Item	Un	Sapphire	4	True					SEE THE FUTURE ⟳ — Chosen character gets +1 ◊this turn.
Fishbone Quill	TFC	set1/cards/367x512/168_b38ddad0fb60722ec988249daa5105b4cb7004aa	Item	Ra	Sapphire	3	True					GO AHEAD AND SIGN ⟳ — Put any card from yourhand into your inkwell facedown.
Magic Golden Flower	TFC	set1/cards/367x512/169_a07a0e9d5f82bc0ccda8dc44552682e74c855865	Item	Co	Sapphire	1	True					HEALING POLLEN Banish this item — Remove up to 3damage from chosen character.
Scepter of Arendelle	TFC	set1/cards/367x512/170_9e660e9e4b50b2921c5f92d737dd2b2896aa1672	Item	Un	Sapphire	1	True					COMMAND ⟳ — Chosen character gains Supportthis turn. (Whenever they quest, you may add their ¤to another chosen character's ¤ this turn.)
Aladdin - Cornered Swordsman	TFC	set1/cards/367x512/171_df683542a3cc80566acfcbf581b850c89266f08d	Hero	Co	Steel	2	True	Storyborn, Hero	2	1	2	
Beast - Hardheaded	TFC	set1/cards/367x512/172_7435843ed651d55393b94e54bd81840d7cdc282f	Prince	Un	Steel	5	True	Storyborn, Hero, Prince	4	4	2	BREAK When you play this character, you maybanish chosen item.
Captain Hook - Captain of the Jolly Roger	TFC	set1/cards/367x512/173_bc95c91f0fc684ed9cf2e84595f3693a9203607c	Captain	Ra	Steel	4	False	Storyborn, Villain, Pirate, Captain	3	4	1	DOUBLE THE POWDER! When you play thischaracter, you may return an action card namedFire the Cannons! from your discard to your hand.
Captain Hook - Forceful Duelist	TFC	set1/cards/367x512/174_d3cab30246130334b81b24adcba4d0cdf30619b2	Captain	Co	Steel	1	True	Dreamborn, Villain, Pirate, Captain	1	2	1	Challenger +2 (While challenging, this charactergets +2 ¤.)
Captain Hook - Thinking a Happy Thought	TFC	set1/cards/367x512/175_40956387bcd81a1c2b90baa3094383f2da8d8988	Captain	Ra	Steel	5	False	Floodborn, Villain, Pirate, Captain	2	5	1	Shift 3 (You may pay 3 ⬡ to play this on top of oneof your characters named Captain Hook.)Challenger +3 (While challenging, this charactergets +3 ¤.)STOLEN DUST Characters with cost 3 or less can'tchallenge this character.
Cerberus - Three-Headed Dog	TFC	set1/cards/367x512/176_6b2242ff897afe512a3cba7423d0753b4fc274e0	Storyborn	Co	Steel	5	True	Storyborn	5	6	1	
Donald Duck - Musketeer	TFC	set1/cards/367x512/177_1810c50a6a7e2b76e22079a61b33339a4332ad68	Musketeer	Un	Steel	4	True	Dreamborn, Hero, Musketeer	2	5	1	Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)STAY ALERT! During your turn, your Musketeercharacters gain Evasive. (They can challengecharacters with Evasive.)
Gantu - Galactic Federation Captain	TFC	set1/cards/367x512/178_f1aa286a7bd490a6eca1d084fc7253c7cf8babba	Captain	Le	Steel	8	True	Storyborn, Alien, Captain	6	6	2	UNDER ARREST Characters with cost 2 or lesscan't challenge your characters.
Goons - Maleficent's Underlings	TFC	set1/cards/367x512/179_398f565176cb0147672f4250731c3c3bf34a1de9	Ally	Co	Steel	1	True	Storyborn, Ally	2	2	1	
Hans - Thirteenth in Line	TFC	set1/cards/367x512/180_d908e106e1d0bb1c4559739a30ebcba04a34267d	Prince	Su	Steel	4	True	Storyborn, Villain, Prince	3	3	2	STAGE A LITTLE ACCIDENT Whenever thischaracter quests, you may deal 1 damage tochosen character.
Hercules - True Hero	TFC	set1/cards/367x512/181_dac37bafca7e4b7f1cd0728a80a36a888cb6889f	Prince	Co	Steel	3	True	Dreamborn, Hero, Prince	3	3	1	Bodyguard (This character may enter play exerted.An opposing character who challenges one ofyour characters must choose one with Bodyguardif able.)
Kristoff - Official Ice Master	TFC	set1/cards/367x512/182_a502ca10504da0c02184d238314aa40e3863177d	Ally	Co	Steel	3	True	Storyborn, Ally	3	3	2	
Kronk - Right-Hand Man	TFC	set1/cards/367x512/183_2d562828a442089d2bb47d882d8be140d09fb7a1	Ally	Un	Steel	6	True	Storyborn, Ally	6	6	2	
Lilo - Galactic Hero	TFC	set1/cards/367x512/184_6aee1a5447489ed0c28641fbc47689ee36fac668	Hero	Un	Steel	3	True	Dreamborn, Hero	4	2	2	
Maui - Demigod	TFC	set1/cards/367x512/185_0975814e958de58b33d2553d414277bf139ef60c	Deity	Ra	Steel	8	True	Storyborn, Hero, Deity	8	8	3	
Mickey Mouse - Musketeer	TFC	set1/cards/367x512/186_ec4bff795451fa65bc7851793b3cbf9afd06bbab	Musketeer	Ra	Steel	6	True	Dreamborn, Hero, Musketeer	2	7	2	Bodyguard (This character may enter play exerted.An opposing character who challenges one ofyour characters must choose one with Bodyguardif able.)ALL FOR ONE Your other Musketeer charactersget +1 ¤.
Prince Eric - Dashing and Brave	TFC	set1/cards/367x512/187_571220e0a9a569805241abca26aed3252dfc10ef	Prince	Co	Steel	2	True	Storyborn, Hero, Prince	1	3	1	Challenger +2 (While challenging, this charactergets +2 ¤.)
Simba - Future King	TFC	set1/cards/367x512/188_49d44f7b3c7fcd1970961bacb967c7fb0571bc75	Prince	Co	Steel	1	True	Storyborn, Hero, Prince	1	2	1	GUESS WHAT? When you play this character, youmay draw a card, then choose and discard a card.
Simba - Returned King	TFC	set1/cards/367x512/189_e70e02ce4725b2a1a25d266b986dcd54cba2a22b	King	Ra	Steel	7	True	Storyborn, Hero, King	4	6	2	Challenger +4 (While challenging, this character gets+4 ¤.)POUNCE During your turn, this character gainsEvasive. (They can challenge characters with Evasive.)
Simba - Rightful Heir	TFC	set1/cards/367x512/190_b60866e1711f518b4301c770874e35dfa54979b8	Prince	Un	Steel	5	False	Storyborn, Hero, Prince	3	5	2	I KNOW WHAT I HAVE TO DO During yourturn, whenever this character banishes anothercharacter in a challenge, you gain 1 lore.
Starkey - Hook's Henchman	TFC	set1/cards/367x512/191_a8c6ef2005ff7d289275e149a00dc3ce53e79184	Pirate	Un	Steel	5	True	Storyborn, Ally, Pirate	5	4	1	AYE AYE, CAPTAIN While you have a Captaincharacter in play, this character gets +1 ◊.
Te Kā - Heartless	TFC	set1/cards/367x512/192_aa10688956bc6305aaf769c732d49eb793a9f401	Deity	Le	Steel	6	True	Dreamborn, Villain, Deity	5	5	2	SEEK THE HEART During your turn, wheneverthis character banishes another character in achallenge, you gain 2 lore.
Tinker Bell - Giant Fairy	TFC	set1/cards/367x512/193_c73c78cbca881a6caac4bcc73be9a33b75e3168f	Fairy	Su	Steel	6	True	Floodborn, Ally, Fairy	4	5	2	Shift 4 (You may pay 4 ⬡ to play this on top of one of yourcharacters named Tinker Bell.)ROCK THE BOAT When you play this character, deal 1damage to each opposing character.PUNY PIRATE! During your turn, whenever this characterbanishes another character in a challenge, you may deal 2damage to chosen opposing character.
Tinker Bell - Tiny Tactician	TFC	set1/cards/367x512/194_88f8a9e6c287540327137b390dd753382c54ed68	Fairy	Co	Steel	3	True	Dreamborn, Ally, Fairy	2	4	1	BATTLE PLANS ⟳ — Draw a card, then chooseand discard a card.
A Whole New World	TFC	set1/cards/367x512/195_5a67c840db5373bdbffaacaa012d28bb36d4c7c4	Song	Su	Steel	5	False	Song				(A character with cost 5 or more can ⟳ to sing thissong for free.)Each player discards their hand and draws 7 cards.
Break	TFC	set1/cards/367x512/196_2b29287058ffbe2328ae58d6ce65d0b10808827a	Action	Co	Steel	2	True					Banish chosen item.
Fire the Cannons!	TFC	set1/cards/367x512/197_ef598bd9a0c76b670d5150cef44e93551d66b2e4	Action	Co	Steel	1	False					Deal 2 damage to chosen character.
