Name	Set	ImageFile	type	Rarity	Color	Cost	Inkwell	Classifications	Strength	Willpower	Lore	Text	Script
Tamatoa - Drab Little Crab	TFC	expansions/1/cards/367x512/8ee51caaa2c2f4ee2e5b4b7ef5a89db7df1068d7	Character	Un	Emerald	2	True	['Dreamborn']	1	4	1		"“Someday, I'll grow up to be the most crabulous
crustacean the world has ever seen!”"
Tinker Bell - Most Helpful	TFC	expansions/1/cards/367x512/08a35293e09f508494096c1c1b3819edb9df50db	Character	Co	Emerald	4	True	['Storyborn', 'Ally', 'Fairy']	2	3	2	Evasive (Only characters with Evasive canchallenge this character.),PIXIE DUST When you play this character,chosen character gains Evasive this turn.,	
Do It Again!	TFC	expansions/1/cards/367x512/215bb47da8fac3342b858ac3db09b033c6c46e0b	Action	Ra	Emerald	3	False					Return an action card from your discard to your hand.	"“...Then scrub the terrace, sweep the halls and the
stairs, clean the chimneys. And of course there's the
mending, and the sewing, and the laundry...”
—Lady Tremaine"
Mother Knows Best	TFC	expansions/1/cards/367x512/8e63fd3e77796b102589b1ba1e4441c7982e4132	Action	Un	Emerald	3	False	['Song']				(A character with cost 3 or more can ⟳ to sing thissong for free.),	"One way or another
Something will go wrong, I swear"
Stampede	TFC	expansions/1/cards/367x512/6fb84aed32facd1299ee1e77c8fd2b1a6352669e	Action	Co	Emerald	1	False					Deal 2 damage to chosen damaged character.	"A wildebeest stampede is like a raging river: best
experienced from a distance."
Steal from the Rich	TFC	expansions/1/cards/367x512/812ed4562d3211363a7b813aa9cd2cf042b63bb2	Action	Ra	Emerald	5	False					Whenever one of your characters quests this turn,each opponent loses 1 lore.	"“Wonder how much ol’ Prince John spent on all those
fancy locks.”
—Little John"
Sudden Chill	TFC	expansions/1/cards/367x512/31bd9b9f5f7b338e41b56183a2f3008b541d7c84	Action	Co	Emerald	2	True	['Song']				(A character with cost 2 or more can ⟳ to sing thissong for free.),	"Cruella De Vil, Cruella De Vil
If she doesn't scare you, no evil thing will"
The Beast is Mine!	TFC	expansions/1/cards/367x512/9a79be611e0267e1d943da0737c6c51be67865a0	Action	Un	Emerald	3	True					Chosen character gains Reckless during their nextturn. (They can't quest and must challenge if able.)	"“It's only fitting that the finest hunter gets the foulest
beast!”
—Gaston"
Vicious Betrayal	TFC	expansions/1/cards/367x512/310b86e0b62b828562fc91c7be5380a992b2786a	Action	Co	Emerald	1	True					Chosen character gets +2 ¤ this turn. If a Villaincharacter is chosen, they get +3 ¤ instead.	"“A true king takes matters into his own claws.”
—Scar"
Dr. Facilier's Cards	TFC	expansions/1/cards/367x512/dbc0f004854457f59fb16ab863a3a1722cef553f	Item	Un	Emerald	2	False					THE CARDS WILL TELL ⟳ — You pay 1 ⬡ less for thenext action you play this turn.,	"“Take a little trip into your future with me!”
—Dr. Facilier"
Stolen Scimitar	TFC	expansions/1/cards/367x512/c8306ae139ac98f432932286151dc0ec55580eca	Item	Co	Emerald	2	True					SLASH ⟳ — Chosen character gets +1 ¤ this turn.If a character named Aladdin is chosen, he gets +2 ¤instead.,	Sometimes you've got to take what you can get.
Abu - Mischievous Monkey	TFC	expansions/1/cards/367x512/934385f53d1bd0c1b8493e44d0dfd4c8e88a04bb	Character	Co	Ruby	3	True	['Storyborn', 'Ally']	3	2	2		"“Someday, Abu, things are gonna change. We'll be
rich, live in a palace, and never have any problems
at all.”
—Aladdin"
Aladdin - Heroic Outlaw	TFC	expansions/1/cards/367x512/78a8efcbaaa1a9a30f9f327aa89d0b6acaaffb03	Character	Su	Ruby	7	True	['Floodborn', 'Hero']	5	5	2	Shift 5 (You may pay 5 ⬡ to play this on top of oneof your characters named Aladdin.),DARING EXPLOIT During your turn, whenever thischaracter banishes another character in a challenge,you gain 2 lore and each opponent loses 2 lore.,	
Aladdin - Street Rat	TFC	expansions/1/cards/367x512/e114c448f4ab8554ad14eff3d66dfeb3965ce8fc	Character	Co	Ruby	3	True	['Storyborn', 'Hero']	2	2	1	IMPROVISE When you play this character, eachopponent loses 1 lore.,	"It can be hard to tell the difference between a
diamond in the rough and someone who's just,
well, rough."
Captain - Colonel's Lieutenant	TFC	expansions/1/cards/367x512/7224f997fc148baa0b7f81c1eda6fcc3fd003db0	Character	Un	Ruby	5	True	['Storyborn', 'Ally', 'Captain']	6	5	1		"“Barking signal. It's an alert. Report to the Colonel
at once!”"
Captain Hook - Ruthless Pirate	TFC	expansions/1/cards/367x512/524e05dc77239f3a15dab766aaa59a9e432efde7	Character	Ra	Ruby	7	False	['Storyborn', 'Villain', 'Pirate', 'Captain']	5	5	2	Rush (This character can challenge the turn they'replayed.),YOU COWARD! While this character is exerted,opposing characters with Evasive gain Reckless. (Theycan't quest and must challenge if able.),	“You wouldn't dare fight old Hook man-to-man!”
Donald Duck - Boisterous Fowl	TFC	expansions/1/cards/367x512/17503a6b2326f09fbc4e3a7c03874c7333002038	Character	Un	Ruby	2	True	['Storyborn']	2	3	1		“Who you callin’ boisterous, buster?”
Elsa - Ice Surfer	TFC	expansions/1/cards/367x512/a1422e6a168630cdd214ac5e31ca01ae1bee8d92	Character	Co	Ruby	4	True	['Dreamborn', 'Hero', 'Queen', 'Sorcerer']	3	4	1	THAT'S NO BLIZZARD Whenever you play acharacter named Anna, ready this character. Thischaracter can't quest for the rest of this turn.,	"“My sister has always been there for me. I need to
be there for her.”"
Gaston - Arrogant Hunter	TFC	expansions/1/cards/367x512/5e796e48332af4142b10ca0f86e65d9bfdb05884	Character	Co	Ruby	2	True	['Storyborn', 'Villain']	4	2	0	Reckless (This character can't quest and mustchallenge each turn if able.),	It's not arrogance when you really are the best.
Goofy - Daredevil	TFC	expansions/1/cards/367x512/6216f8a75fd5bb3d5f22b6f9958cdede3fc086c2	Character	Co	Ruby	5	True	['Dreamborn', 'Hero']	3	4	2	Evasive (Only characters with Evasive canchallenge this character.),	"Sometimes you gotta give it the ol’ jump and
hyuck."
LeFou - Instigator	TFC	expansions/1/cards/367x512/601ca99d55f00a2e8e736676b606a4d31d374fdd	Character	Ra	Ruby	2	True	['Dreamborn', 'Ally']	2	2	1	FAN THE FLAMES When you play this character,ready chosen character. They can't quest for therest of this turn.,	All a mob needs is a push in the wrong direction.
Maleficent - Monstrous Dragon	TFC	expansions/1/cards/367x512/e993215bfdaa515f6ea00fafc1918f549119f993	Character	Le	Ruby	9	True	['Storyborn', 'Villain', 'Dragon']	7	5	2	DRAGON FIRE When you play this character,you may banish chosen character.,	"The ninth Rule of Villainy: When all else fails, turn
into a dragon."
Maui - Hero to All	TFC	expansions/1/cards/367x512/ecb7937db58ec9dea0c47db88463d85e81143032	Character	Ra	Ruby	5	True	['Storyborn', 'Hero', 'Deity']	6	5	0	Rush (This character can challenge the turn they'replayed.),Reckless (This character can't quest and mustchallenge each turn if able.),	“What I believe you were trying to say is ‘Thank you.’”
Mickey Mouse - Brave Little Tailor	TFC	expansions/1/cards/367x512/efa6e44dfa0145249be273ecd84a97f534b04920	Character	Le	Ruby	8	True	['Dreamborn', 'Hero']	5	5	4	Evasive (Only characters with Evasive canchallenge this character.),	"When defeat looms and victory hangs by a thread,
a hero bolts to the rescue, patching things up
through shear determination."
Minnie Mouse - Always Classy	TFC	expansions/1/cards/367x512/683e725c03a87baaad2623231644e944e537acab	Character	Co	Ruby	1	True	['Storyborn', 'Hero']	1	3	1		Her fashion sense is always spot on.
Moana - Chosen by the Ocean	TFC	expansions/1/cards/367x512/d0e2dbb0bac1917d360aaf52c01a2a4b669e8cdb	Character	Un	Ruby	5	True	['Storyborn', 'Hero', 'Princess']	2	6	2	THIS IS NOT WHO YOU ARE When you playthis character, you may banish chosen characternamed Te Kā.,	“You know who you are.”
Mulan - Imperial Soldier	TFC	expansions/1/cards/367x512/12f0de3dc76e067d21ed85125716e02e9f1e69f0	Character	Su	Ruby	5	True	['Storyborn', 'Hero', 'Princess']	4	5	1	LEAD BY EXAMPLE During your turn, wheneverthis character banishes another character in achallenge, your other characters get +1 ◊ thisturn.,	
Peter Pan - Fearless Fighter	TFC	expansions/1/cards/367x512/a2e33d344f272e100d4a8efeabc7ae8a60a8ba7a	Character	Co	Ruby	3	False	['Storyborn', 'Hero']	3	2	1	Rush (This character can challenge the turnthey're played.),	"“Nobody calls Pan a coward and lives! I'll fight you
man-to-man, with one hand behind my back.”"
Pongo - Ol' Rascal	TFC	expansions/1/cards/367x512/775bc5c30e27f0e562115d136e7f7edbd3cead89	Character	Co	Ruby	4	True	['Storyborn', 'Hero']	2	3	2	Evasive (Only characters with Evasive canchallenge this character.),	"“At first I had no particular plan, just anything to
attract attention. You know, stir things up a bit.”"
Rapunzel - Letting Down Her Hair	TFC	expansions/1/cards/367x512/8bd7954c40c1e59a900f71ea3a266732609915b1	Character	Un	Ruby	6	False	['Dreamborn', 'Hero', 'Princess']	5	4	2	TANGLE When you play this character, eachopponent loses 1 lore.,	“Who are you? And how did you find me?”
Scar - Fiery Usurper	TFC	expansions/1/cards/367x512/05a8ea5382b9fd885261bb3eed0527d1d3b07262	Character	Co	Ruby	4	True	['Dreamborn', 'Villain']	5	3	1		Consumed by the flames of ambition.
Scar - Shameless Firebrand	TFC	expansions/1/cards/367x512/40bd001563085fc35165329ea1ff5c5ecbdbbeef	Character	Ra	Ruby	8	False	['Floodborn', 'Villain', 'King']	6	6	1	Shift 6 (You may pay 6 ⬡ to play this on top of one of yourcharacters named Scar.),ROUSING SPEECH When you play this character, readyyour characters with cost 3 or less. They can't quest for therest of this turn.,	“The time has come to take what is ours!”
Sergeant Tibbs - Courageous Cat	TFC	expansions/1/cards/367x512/f38cfe2e2facbcc742bad63f91ad55637300cb45	Character	Co	Ruby	1	True	['Storyborn', 'Ally']	2	2	1		“Yes, sir. Righto, sir. Right away, sir!”
Stitch - Abomination	TFC	expansions/1/cards/367x512/0ca9277f91e40054767f69afeb0426711ca0fddd	Character	Ra	Ruby	6	True	['Storyborn', 'Hero', 'Alien']	4	6	3		"“His destructive programming is taking effect. He will
be irresistibly drawn to large cities, where he will back
up sewers, reverse street signs, and steal everyone's
left shoe.”
—Jumba Jookiba"
Te Kā - The Burning One	TFC	expansions/1/cards/367x512/114d4eefde1dae3983e7a79f04c72feb9a3a7efd	Character	Su	Ruby	6	False	['Storyborn', 'Villain', 'Deity']	8	6	0	Reckless (This character can't quest and mustchallenge each turn if able.),	She burns for that which was stolen from her.
Tigger - Wonderful Thing	TFC	expansions/1/cards/367x512/008451a05e1e7aa32c75119df950d405265e0904	Character	Un	Ruby	6	True	['Storyborn', 'Tigger']	4	4	2	Evasive (Only characters with Evasive can challengethis character.),	“I'm the bounciest bouncer that ever bounced!”
Be Prepared	TFC	expansions/1/cards/367x512/b4182bff4b3cf75f9e54f4990f9bd153c0c2973c	Action	Ra	Ruby	7	False	['Song']				(A character with cost 7 or more can ⟳ to sing thissong for free.),	Our teeth and ambitions are bared!
Cut to the Chase	TFC	expansions/1/cards/367x512/8b7471f4ae0bf59f5f0a425068c05d96f4801b9e	Action	Un	Ruby	2	True					Chosen character gains Rush this turn. (They canchallenge the turn they're played.)	“Surprise!”
Dragon Fire	TFC	expansions/1/cards/367x512/2a7541babb57434e5631ffa2b5639e24f8ce84fc	Action	Un	Ruby	5	False					Banish chosen character.	Rare is the hero who can withstand a dragon's wrath.
Fan the Flames	TFC	expansions/1/cards/367x512/e794a80eb109162d579df51db6d52e223bb0e9be	Action	Un	Ruby	1	True					Ready chosen character. They can't quest for the restof this turn.	Pretty words can move a crowd, but so can ugly ones.
He's Got a Sword!	TFC	expansions/1/cards/367x512/91dfde1d6e005e422f64a59776234f1f4c80b5e4	Action	Co	Ruby	1	True					Chosen character gets +2 ¤ this turn.	"“We've all got swords!”
—Razoul"
Tangle	TFC	expansions/1/cards/367x512/d30f79cf7fef47bd7a5611719f936539bec0d2e9	Action	Co	Ruby	2	True					Each opponent loses 1 lore.	"“Stay right there! I mean, you don't have a choice, I
guess. But still! Don't move!”
—Rapunzel"
Poisoned Apple	TFC	expansions/1/cards/367x512/95e815d1541bf6f358cfffbe66ab3af0d0c09d09	Item	Ra	Ruby	3	False					TAKE A BITE... 1 ⬡, Banish this item — Exert chosencharacter. If a Princess character is chosen, banish herinstead.,	"“One taste of the poisoned apple, and the victim's eyes
will close forever....”
—The Queen"
Shield of Virtue	TFC	expansions/1/cards/367x512/40f7c01f4189510031adccd9c604a128adaf9b00	Item	Un	Ruby	1	True					FIREPROOF ⟳, 3 ⬡ — Ready chosen character. Theycan't quest for the rest of this turn.,	"“Arm thyself with this enchanted Shield of Virtue
and this mighty Sword of Truth, for these weapons of
righteousness will triumph over evil.” —Flora"
Sword of Truth	TFC	expansions/1/cards/367x512/9e071a3a594a8964cbefe784f8a6afaa94c0de17	Item	Ra	Ruby	4	False					FINAL ENCHANTMENT Banish this item — Banishchosen Villain character.,	Almost as powerful as True Love's Kiss.
Ariel - Whoseit Collector	TFC	expansions/1/cards/367x512/e1a864f0b77f6c89794827a9035355dc8d052622	Character	Ra	Sapphire	4	False	['Storyborn', 'Hero', 'Princess']	3	3	1	LOOK AT THIS STUFF Whenever you play anitem, you may ready this character.,	“You want thingamabobs? I got twenty.”
Aurora - Briar Rose	TFC	expansions/1/cards/367x512/56ad4d4deaec98465c419b4a8ea7bfc1ed38c4d9	Character	Co	Sapphire	4	True	['Storyborn', 'Hero', 'Princess']	2	5	1	DISARMING BEAUTY When you play thischaracter, chosen character gets -2 ¤ this turn.,	"“There was something strange about that voice.
Too beautiful to be real...”
—Prince Phillip"
Aurora - Dreaming Guardian	TFC	expansions/1/cards/367x512/fa755791d0509bb06ae715a2072de724815ed84d	Character	Su	Sapphire	5	True	['Floodborn', 'Hero', 'Princess']	3	5	2	Shift 3 (You may pay 3 ⬡ to play this on top of one ofyour characters named Aurora.),PROTECTIVE EMBRACE Your other charactersgain Ward. (Opponents can't choose them except tochallenge.),	As the princess slumbered, her power awoke.
Aurora - Regal Princess	TFC	expansions/1/cards/367x512/c28aca23f1ef3718a464383d925c66842078edaa	Character	Un	Sapphire	2	True	['Storyborn', 'Hero', 'Princess']	2	2	2		"“They say if you dream a thing more than once,
it's sure to come true!”"
Belle - Inventive Engineer	TFC	expansions/1/cards/367x512/c9ca442765657fc90e9e779c34d0d2259d2c3c5b	Character	Un	Sapphire	3	True	['Dreamborn', 'Hero', 'Princess', 'Inventor']	2	3	2	TINKER Whenever this character quests, youpay 1 ⬡ less for the next item you play this turn.,	"A little ingenuity and a lot of heart will take you far
in this world."
Belle - Strange but Special	TFC	expansions/1/cards/367x512/2a2b47bf21a372f267deccbb420567f3d450b3c0	Character	Le	Sapphire	4	True	['Storyborn', 'Hero', 'Princess']	2	4	1	READ A BOOK During your turn, you may put an additionalcard from your hand into your inkwell facedown.,MY FAVORITE PART! While you have 10 or more cards inyour inkwell, this character gets +4 ◊.,	"“Far-off places, daring sword fights, magic spells, a prince
in disguise...”"
Chief Tui - Respected Leader	TFC	expansions/1/cards/367x512/f47aea8bdcbd1179a1f3d91e6afeeb259488f2d1	Character	Un	Sapphire	7	True	['Storyborn', 'Mentor', 'King']	3	6	3	Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.),	"“You can always rely on the strength of those who
love you.”"
Donald Duck - Strutting His Stuff	TFC	expansions/1/cards/367x512/7320828c9153b2a9848d6bc45d3544236b22fc48	Character	Co	Sapphire	5	True	['Dreamborn', 'Hero', 'Inventor']	4	3	2	Ward (Opponents can't choose this characterexcept to challenge.),	Walk smarter, not harder.
Flounder - Voice of Reason	TFC	expansions/1/cards/367x512/50336bc687eb161ee9fb0ddb8cf2b7e65bad865f	Character	Co	Sapphire	1	True	['Storyborn', 'Ally']	2	2	1		"“Excitement...adventure...danger lurking
around every cor— AAAAAGGH!”"
Gramma Tala - Storyteller	TFC	expansions/1/cards/367x512/3fcfb99ec010d4a8ba364f43169465d91ca39ada	Character	Un	Sapphire	2	True	['Storyborn', 'Mentor']	1	1	1	I WILL BE WITH YOU When this character isbanished, you may put this card into your inkwellfacedown and exerted.,	"Moana: “Is there something you want to tell me?”
Gramma Tala: “Is there something you want to
hear?”"
Hades - Infernal Schemer	TFC	expansions/1/cards/367x512/b3c0730cf3f50613e40561e67c871fdb92820cf9	Character	Le	Sapphire	7	False	['Dreamborn', 'Villain', 'Deity']	3	6	2	IS THERE A DOWNSIDE TO THIS? When youplay this character, you may put chosen opposingcharacter into their player's inkwell facedown.,	"“He's gotta have a weakness, because everybody's
got a weakness.”"
Jasmine - Disguised	TFC	expansions/1/cards/367x512/536fb6934062440c464ca2eef82b0be8e6b36cc8	Character	Co	Sapphire	3	True	['Storyborn', 'Princess']	3	3	2		"“Try to understand. I've never done a thing on my
own. I've never had any real friends.... I've never
even been outside the palace walls.”"
Jasmine - Queen of Agrabah	TFC	expansions/1/cards/367x512/39dfc9ffd3253c48c9af5dd55c4b3e4b4b5e6229	Character	Ra	Sapphire	5	True	['Floodborn', 'Hero', 'Princess', 'Queen']	2	5	2	Shift 3 (You may pay 3 ⬡ to play this on top ofone of your characters named Jasmine.),CARETAKER When you play this character andwhenever she quests, you may remove up to 2damage from each of your characters.,	
